claim_id,case_id,title,source_page,claim_type,directness,independence_status,time_stated,location_stated,shape,color_brightness,motion,sound,duration,sensor,page_avg_confidence,review_status,source_quote,source_text_path
1,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",2,object_description,not_assessed,not_assessed,,,,,,,,,76.81,needs_human_review,"111/45/DD 78a) (2/945 BALES CF FIRE = ay, 1 The papers dealing with : the abowe subject which you en- closed With your memo SHAEF Air/ TS.57153/A2 dated llth February, have been carefully examined and discussed with the various other Departments concerned, Bomber Command crews have for some time been reporting simi-~- lar phenonema, A few of the alleged aircraft may have been Me.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0002.txt
2,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",3,object_description,not_assessed,not_assessed,,,object,,,,,,65.95,needs_human_review,"‘ Reference your letter dated 12 March asking that — ' photoes be furnished as mentioned in our Signal -.1.580 argted\4 March, this office has sines been inform3d by HQe IX TAC, That the pictures of ""Long cylindrical objects"" claime?",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0003.txt
3,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",6,object_description,not_assessed,not_assessed,,,object,,,,,,56.62,needs_human_review,"ie | ih iy j Sp 5 - ps ~ 6 FPN Ed fe ) =H MARI945 | | Ce 3 RR Sto ales Y Sap \0"" a Me DISTRIBUTION 7 SSR a i a |v | | , | ) aN FROMs HQ IX TAC @511@2A TOs AIR STAFF SeHeAeEeFe FORWARD | -SEGREF QQY BT REFERENCE YOUR MESSAGE AI«329 DATED @41745A% PHOTOS OF LONG CYLINDRICAL OBJECTS TAKEN BY 67TH TAC/R PILOTS 911939 VICINITY F-57109 WERE UNSUCC+ | ESSFUL, FULL WRITTEN REPORT WILL FOLLOW.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0006.txt
4,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",7,object_description,not_assessed,not_assessed,,,object,,,,,,52.33,needs_human_review,"MNTH 5 _TAC AIR COMMAND | DATED 1 MARCH QUOTE PILOTS | REPORT FOLLOWING} AN ALUMINUM 10 | ""COLOURED | CYLINDER ____ SHAPED OBJECT | C@MMA ABOUT 12 | FEET LONG © 15 _AND 1 FOOT IN...",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0007.txt
5,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",7,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,52.33,needs_human_review,"| DIAMETER WAS OBSERVED FLOATING IN THE } ATR AT 20 _9,000 FEET (.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0007.txt
6,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",7,object_description,not_assessed,not_assessed,,,object,RED,,,,,52.33,needs_human_review,"THR | OBJECT wAS | __ ATTACKED AND | PARTTATIY DEFLATED 35 _COMMA A RED.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0007.txt
7,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",9,object_description,not_assessed,not_assessed,,,object,,,,,,67.74,needs_human_review,"An aluminum colored cylinder shéped object, about le ft long and 1 ft in diameter was observea floating in the &6ir at G,000 ft.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0009.txt
8,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",9,object_description,not_assessed,not_assessed,,,object,red,,,,,67.74,needs_human_review,"Object was &btauked ane partially deflated, a red flame resulted without smoke.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0009.txt
9,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",9,object_description,not_assessed,not_assessed,,,,,,,,,67.74,needs_human_review,"3 THE MAKING OF AN EXACT COPY OF THIS MESSAGE iS FORBIDDEN Aare fe",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0009.txt
10,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",11,object_description,not_assessed,not_assessed,,,,,,,,,66.1,needs_human_review,"behing the matter, aud in view of the fact that.pilots and crews = — ‘ere becoming elightly worried by them, it is considered that 15 everything possible should be done to get to the root of the : 2.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0011.txt
11,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",12,object_description,not_assessed,not_assessed,,,light,,,,,,69.03,needs_human_review,"Reference to your 3rd Indorsement on the subject of night phenomenon originated by the 425th Wight Pighter Squadron, there is ne information at this Headouarters which might explain the nature and cause of’ the Lights and other phenomena described by the pilots of this .",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0012.txt
12,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",14,object_description,not_assessed,not_assessed,,,light,,,,,,83.91,needs_human_review,"The following is quoted from training and tactical information supplied by the 415th Night Fighter Squadron for cna the month of December 1944; ""We have encountered a phenomenon which we cannot explain; crews have been followed by lights that blink on and off changing colors etc.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0014.txt
13,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",14,object_description,not_assessed,not_assessed,,,light,,,,,,83.91,needs_human_review,"The lights come very close and fly formation with our planes.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0014.txt
14,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",14,witness_observation,direct_or_interviewed_observation,not_assessed,,,light,,,,,,83.91,needs_human_review,"Before an investigation can be made it will be necessary to have | more complete information, such as colors of the lights, “their intensity, | size, duration, and at what altitudes seen; also if the lights are observed at any specific hours.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0014.txt
15,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",14,object_description,not_assessed,not_assessed,,,light,,,,,,83.91,needs_human_review,"Do subject lights cross Allied lines and in what direction are they seen to travel?",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0014.txt
16,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,witness_observation,direct_or_interviewed_observation,not_assessed,,,light,red,,,,,86.12,needs_human_review,"observed large red light at 2000 ft.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
17,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,witness_observation,direct_or_interviewed_observation,not_assessed,,,light,red,,,,,86.12,needs_human_review,"observed 5 or 6 flashing red and green lights in ""I shape, Thought they were flak.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
18,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,object_description,not_assessed,not_assessed,,,light,,,,"10 minutes",,86.12,needs_human_review,"About 10 minutes later saw the same lights much closer and behind me.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
19,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,object_description,not_assessed,not_assessed,,,light,,,,,,86.12,needs_human_review,"We turned port and Starboard and the lights followed.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
20,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,object_description,not_assessed,not_assessed,,,light,,,,,,86.12,needs_human_review,"saw two lights coming towards A/@ from the ground, Upon reaching altitude of plane, they leveled off ond stayed on my tail for epproximately 2 mimites, Lyehts appeared to be a large orance Glow.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
21,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",15,motion,not_assessed,not_assessed,,,,,,,"2 minutes",,86.12,needs_human_review,"After staying with A/e for approximately 2 minutes, they would peel off and turn away, fly along level] for a few mimites and then go out.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0015.txt
22,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,80.95,needs_human_review,"January 1945 con't, Night of 23-24 December 1944 - ""Observed reddish colored flames at .",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
23,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,object,red,,,,,80.95,needs_human_review,"considerable distance and at approximately 10,000 ft.W hath Night of 23-24 December 1944 - ""Approximately 10 miles South of Point x (Q6745) noticed to NH spproximately 5 miles a glowing red object shooting straight up.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
24,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,motion,not_assessed,not_assessed,,,,,,,,,80.95,needs_human_review,"Instruced to return to Angels 10.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
25,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,witness_observation,direct_or_interviewed_observation,not_assessed,,,light,white,,,,,80.95,needs_human_review,"Noticed several groups of lights off port while patrolling in vicinity of Q-9050 and R-1556 Lights made distinct lines somewhat like arrows,"" , Night of 26-27 December 1944-- ""Vihile on vector 090 near V-7050 during patrol we observed airborne white lights.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
26,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,witness_observation,direct_or_interviewed_observation,not_assessed,,,light,,stationary,,,,80.95,needs_human_review,"They appeared stationary at 10,000 ft."" Nyght of 26-27 December 1944 - ""Observed light at same altitude while in vicinity of Worms Observer saw light come within 100 ft.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
27,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,light,,,,"5 minutes",,80.95,needs_human_review,"Peeled off and took evasive action but light contimed to follow for 5 minutes.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
28,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,light,,moving,,,,80.95,needs_human_review,"Light then pulled up rapidly and went out of sight."" 4 N ght of 27-28 December 1944 - ""While on North heading in patrol area noticed in vicinity of Q-1378 lights suspended if air moving slowly and would then disappear.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
29,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,light,,,,,,80.95,needs_human_review,"Lights appeared singly and in pairs.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
30,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,witness_observation,direct_or_interviewed_observation,not_assessed,"19:10 ",,light,red,,,"10 hrs",,80.95,needs_human_review,"Observed these lights four or five times during period."" Night of 27-28 December 1944 - ""Bight miles NE of Iuneville at 19:10 hrs, | saw three sets of three lights (red and white) one on starboard and one on port from 1000 ft.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
31,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,light,,,,,,80.95,needs_human_review,"Pulled up to Angels 8 and lights went out.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
32,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,object_description,not_assessed,not_assessed,,,light,,,,,,80.95,needs_human_review,"Galled Churchman to see if there was anything in area, Received a negative reply."" S ; | Nyght of 30-31 December 1944 - ""gay & group of lights flying through the air 30 or 40 miles Bast of base while flying at Angels 9 - 10."" Night of 1-2 January 1945 - "" Saw"" Foofighters North of Strasbourg and North of Saverne"".",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
33,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",16,witness_observation,direct_or_interviewed_observation,not_assessed,,,,orange,,,,,80.95,needs_human_review,", Nyght of 14-15 January 1945 - ""Observed a large orange flow in sky approx.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0016.txt
34,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",17,object_description,not_assessed,not_assessed,,,light,,,,,,66.88,needs_human_review,"Lights were amber and one was 20 = 50 ft.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0017.txt
35,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",17,object_description,not_assessed,not_assessed,,,light,,,,,,66.88,needs_human_review,"The lights were about a foot in diameter.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0017.txt
36,22,"331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents",17,object_description,not_assessed,not_assessed,,,light,,,,,,66.88,needs_human_review,"Lights disappeared when Travel 34 turned into them."" 2.",./hq_ocr/tesseract/022-331_120752_numeric_files_1944-1945_37153_german_armament_equipment_documents-p0017.txt
37,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,object,,,,,,86.61,needs_human_review,"Pieces Se) LOWRY FLIGHT SERVICE CENTER © GRR/ wie Authority: LOWRY AIR FORCE BASE : DENVER, COLORADO RY 319.1 9 January 1950 SUBJECT: Unidentified Flying Objects ‘\ ae : 4ir Materiel Command ey Wright-Patterson Aix Force Base, Ohio oor 1.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
38,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,object,,,,,,86.61,needs_human_review,"Im compliance with Flight Service Regulation 200-4, dated 2 November 1948, Subject: “Unidentified Flying Objects,"" the follow ing report is submitted.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
39,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,object,,,,,,86.61,needs_human_review,"On the night of 6 January 1950, two objects were sighted over Kansas City, Kansas, and Olathe, Kansas.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
40,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,86.61,needs_human_review,"The incident was witnessed by James F.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
41,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,,,,,,,86.61,needs_human_review,"Sketches are enroute to Lowry Flight Service and will be forwarded immediately upon receipt.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
42,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,object,,,,,,86.61,needs_human_review,"‘Two objects were sighted, both spherical in shape.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
43,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,light,,,,,,86.61,needs_human_review,"They ap- peared to be the size of old fashioned street lights about two blocks a distant.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
44,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,,,,,,,86.61,needs_human_review,"This report was given to Fairfax AFB Operations, Kansas City, Kansas, and transmitted to Lowry Flight Service.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
45,25,"342_HS1-416511228_319.1 Flying Discs 1949",1,object_description,not_assessed,not_assessed,,,,,,,,,86.61,needs_human_review,"24) re Lt Col, USAF Copies Furnished: Command ing C/S, USAF, Wash DC, Attn es Dir of Intelligence Liiva e Chief, Intelligence Div CO, Flight Service, Wash DC ,",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0001.txt
46,25,"342_HS1-416511228_319.1 Flying Discs 1949",3,object_description,not_assessed,not_assessed,,,,,,,,,72.98,needs_human_review,"48) ket tt a ee OLMSTED FLIGHT SERVICE CENTER Olmsted Air Force Base MIDDLETOWN, PENNSYLVANIA BAU/Le wT GOO.92 22 Santanbe 9409 0.92 22 Sertember 1949 Le in cotipliance with PSR 20084 dated 2 wovember 1949, and letter, be ty (1) Type eireraft, sp: ed, altitude, direction of flichts \sj L2Tanee and direction from city, town or known lande fork",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0003.txt
47,25,"342_HS1-416511228_319.1 Flying Discs 1949",4,object_description,not_assessed,not_assessed,,,object,,,,,,57.34,needs_human_review,"Subj: hidentified Plying Objeates : (3) Clock position of object from observer's aircraft: .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0004.txt
48,25,"342_HS1-416511228_319.1 Flying Discs 1949",4,object_description,not_assessed,not_assessed,,,object,,,,,,57.34,needs_human_review,"Humber of objectes One ; tugs | & Formation types: Net applicable ses Be Pietance of object from cbeervers - Thirty wiles 2 ) fi» Laterally or horisontally: Sorizontally a Revit es os debe of etewtien then tndlaeny towed pind | : Ge Altitudes 20,000 fset letting down slowly until 4% ais~ appeared into the overcast at 7,000 fect : % 6G.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0004.txt
49,25,"342_HS1-416511228_319.1 Flying Discs 1949",4,object_description,not_assessed,not_assessed,,,object,,,,,,57.34,needs_human_review,"Time in sights Not stated : » 2 : *t Appearance of objects | tte Color, Silvery ov alunizun - 10.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0004.txt
50,25,"342_HS1-416511228_319.1 Flying Discs 1949",5,object_description,not_assessed,not_assessed,,,,,,,,,70.52,needs_human_review,"WT 000.92 22 sep 49 Subje Wnidentified Flying Objecte Gp Odors Unimown ad, Rate of evéporation: Unknown ©, Does trail vary with sounds Unknow ll.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0005.txt
51,25,"342_HS1-416511228_319.1 Flying Discs 1949",5,object_description,not_assessed,not_assessed,,,,,,,,,70.52,needs_human_review,"fect on cloudet Unknown 12, Lighte: None 13, .Supperts .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0005.txt
52,25,"342_HS1-416511228_319.1 Flying Discs 1949",5,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,70.52,needs_human_review,"fone i4, Propulsions Appeared to: be rocket or jet &» Fropeller or jet: Appeared to be rocket or jet be Rooters fone Ce Aerodynamic vanes; Yone observed de Visible ¢xhaust or jet cpenings; “one chserved 15.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0005.txt
53,25,"342_HS1-416511228_319.1 Flying Discs 1949",5,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,70.52,needs_human_review,"“ene observed &- Fins: Kone observed be .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0005.txt
54,25,"342_HS1-416511228_319.1 Flying Discs 1949",5,witness_observation,direct_or_interviewed_observation,not_assessed,,,,Hot,,,,,70.52,needs_human_review,"“one observed (1) Siaes Not applicable (2) Ghape: %ct applicable (3) Looations fot applicable 186, Air Ducts: Wot observed &e- Slote: ct applicable be Duct openings: Hot applicable 17, Speed - MPH: High rate of speed 18.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0005.txt
55,25,"342_HS1-416511228_319.1 Flying Discs 1949",6,witness_observation,direct_or_interviewed_observation,not_assessed,,,,Hot,,,,,76.18,needs_human_review,"Was any radio anternma to be observed; Yone noted 20, Warmer of disappearances Cisappeared inte overcast & Uxpleode: “ot applicable (1) Possibility eof fragments: Hot applicable (2) Other physical evidence: ‘ot applicable Be.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0006.txt
56,25,"342_HS1-416511228_319.1 Flying Discs 1949",6,object_description,not_assessed,not_assessed,,,object,,,,,,76.18,needs_human_review,"-The flame eppeared more than twice the length of the object, The object finally disappeared into the overcast, reported at 7000 feet at the time.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0006.txt
57,25,"342_HS1-416511228_319.1 Flying Discs 1949",6,object_description,not_assessed,not_assessed,,,object,,,,,,76.18,needs_human_review,"The approximate coordinates of the Sighted object was 43°40"""" 74°56""%,.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0006.txt
58,25,"342_HS1-416511228_319.1 Flying Discs 1949",6,object_description,not_assessed,not_assessed,,,object,,,,,,76.18,needs_human_review,"The approximate dise tance of the object from the observer was thirty miles, be How attention was drawn to objects: Yormal pilot surveillance 9.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0006.txt
59,25,"342_HS1-416511228_319.1 Flying Discs 1949",7,sensor_or_platform,not_assessed,not_assessed,,,object,,,,,EO,50.18,needs_human_review,"Comments ef tnbterrosator re intellicence « oharacter ; Pon interrocateds o opinion eo Ma AL i tnt Mtn tenet is ® radars now operating on crounds radar sichtings Ze Tf airborre, when object was « beds st aoplisable 3 aS ecenneinastaapenn> : os 2 * sanvence of ional : ’ t: “ioaret stimated 4600 feet overcast, § broken, & miles visibility 2.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0007.txt
60,25,"342_HS1-416511228_319.1 Flying Discs 1949",7,object_description,not_assessed,not_assessed,,,,,,,,EO,50.18,needs_human_review,"Gs aloft reports EO degrees « 4 nots Oe Local flight Sehedules of commercial, private and miiitary aire raft flivying invvicinity at the times ninown Se misibility releases of stin evices in vicinity sent aloft trey ~ ih * Ort 4 — .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0007.txt
61,25,"342_HS1-416511228_319.1 Flying Discs 1949",7,object_description,not_assessed,not_assessed,,,object,,,,,,50.18,needs_human_review,"ray, 223 nics, ""searer ree 2a RBs YY any others rm ecw Be If object contacted: earth, obtain soil 5 lee within and withe out depression spot where Sbject landed for purcoses of making com- arisons of soiles nKn OW 4 ad iL r) re ey ve at r aw 2 + | , - e* > a 2 am * % mat ” s are Ge If ebiect cane suffi tiy nen aircraft or Know jeets, £ 4 ~ ore 4 : 2 ” - , - ‘ re ” .",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0007.txt
62,25,"342_HS1-416511228_319.1 Flying Discs 1949",9,object_description,not_assessed,not_assessed,,,,,,,,,76.75,needs_human_review,"i d OTe : a \ 1 } i ~— [ee] are £* TINY wT rece 7 bti >} ns AS rT Faas MCCHORD FLIGHT SERVICE CENTER bgt Oe MeChord Air Porce Base Washington TCM 452 23 August 1949 SUBJSCT: Unidentified Flying.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0009.txt
63,25,"342_HS1-416511228_319.1 Flying Discs 1949",9,object_description,not_assessed,not_assessed,,,object,,,,,,76.75,needs_human_review,"Objects TOs Commanding General Air Materiel Command irightePatterson AF Base, Chio ATTENTION: MOCIAX0<5 le In compliance with FPS Regulation 200-4 the following reports of sighting of unidentified flying objects are sub- mitteds @, Location and time of sightingt Over the city of Seattle, Washington, 1545P, 22 August 1949.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0009.txt
64,25,"342_HS1-416511228_319.1 Flying Discs 1949",9,witness_observation,not_assessed,not_assessed,,,,,,,,,76.75,needs_human_review,"Ce Names, occupations, and addresses of witnesses: (1) Sgt Jack Faullmer, Controller, 145rd National Guard Aircraft Control and Warne ing Squadron, 6756 Zllis Avenue, Seattle 8, Waahingtons (2) T/Sgt Te De Mullen, Controller, 143rd National Guard Aircraft Control and Warne ing Squadron, 6736 Hllis Avenue, Seattle 8S, ‘ashingtons - (3) Sgt Roger H, Studeman, Controller, 145rd National Guard Aircraft Control and ‘arn- ing Squadron, 6736 Slliis Avenue, Seattle 8, Jashingtons : d.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0009.txt
65,25,"342_HS1-416511228_319.1 Flying Discs 1949",9,object_description,not_assessed,not_assessed,,,object,,,,,,76.75,needs_human_review,"Photographs of objects, if available: Photo- graphs of objects are not available, @.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0009.txt
66,25,"342_HS1-416511228_319.1 Flying Discs 1949",9,object_description,not_assessed,not_assessed,,,object,,,,,,76.75,needs_human_review,"Sketches of object's configuration: Sketches of object's configuration are not avallable,s",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0009.txt
67,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,object_description,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"J Restricted e TCM 452 23 August 1949 SUBJ°CT: Unidentified Flying Objects ff.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
68,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,object_description,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"Object sighted: (1) Number: One.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
69,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,object_description,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"(4) Color: Shiny aluminum Object reflested the sun's rayse (5) Speed: Estimated five (5) to six (6) hun- dred miles per hour, (6) Heading: From north to south.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
70,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,object_description,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"(7) Maneuverability: Object did not maneuver.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
71,25,"342_HS1-416511228_319.1 Flying Discs 1949",10,object_description,not_assessed,not_assessed,,,object,,,,,,86.85,needs_human_review,"Be Set Studeman first saw the object from his home in the north end of Seattle.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0010.txt
