frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,575.344327176781,81.05804749340369,575.3442993164062,81.05804443359375,0.0,0.0,2274,59,39,
15,0.5,575.344327176781,81.05804749340369,575.3442993164062,81.05804443359375,0.0,0.0,2274,59,39,0.007040432654321194
30,1.0,575.3830911492735,81.03390576838397,575.3483276367188,81.05552673339844,0.0015349112218245864,-0.0009544927161186934,2271,59,39,0.015666693449020386
45,1.5,575.3834288232702,81.03613926840018,575.3563842773438,81.05098724365234,0.003768090158700943,-0.0021807109005749226,2269,59,39,0.014124145731329918
60,2.0,575.3188214599824,81.03825857519789,575.3484497070312,81.04582214355469,0.000241210829699412,-0.0030806642025709152,2274,59,39,0.020250102505087852
75,2.5,575.3575517393219,81.0449141347424,575.3517456054688,81.04348754882812,0.0010688771726563573,-0.002877315040677786,2271,59,39,0.019216055050492287
90,3.0,575.3446302816901,81.03036971830986,575.3497314453125,81.03675079345703,0.0002861210086848587,-0.0038499620277434587,2272,59,39,0.01301585789769888
105,3.5,575.3701584507043,81.04533450704226,575.35791015625,81.03775787353516,0.002181979361921549,-0.002679412951692939,2272,59,39,0.012971612624824047
120,4.0,575.3701584507043,81.05765845070422,575.3640747070312,81.04400634765625,0.0031202929094433784,-0.0005760265630669892,2272,59,39,0.01945348270237446
135,4.5,575.4089907448215,81.03790215954164,575.3837890625,81.0412368774414,0.007000079844146967,-0.0010886115487664938,2269,59,39,0.015570975840091705
150,5.0,575.3701584507043,81.0462147887324,575.3826293945312,81.04255676269531,0.005082637537270784,-0.0005248664529062808,2272,59,39,0.01675913855433464
165,5.5,575.3830911492735,81.03918978423602,575.3858642578125,81.04090118408203,0.0046552689746022224,-0.0007898350595496595,2271,59,39,0.015034513548016548
180,6.0,575.4876929495202,80.5081351689612,575.42919921875,80.82823944091797,0.013772021047770977,-0.05070219188928604,2397,60,40,23.914344787597656
195,6.5,575.219533275713,81.07130509939499,575.3538208007812,80.89474487304688,-0.007280291058123112,-0.0230246689170599,2314,60,39,0.7953283786773682
210,7.0,575.1553440069234,81.04976200778884,575.2701416015625,80.94286346435547,-0.025349022820591927,-0.0062016588635742664,2311,60,39,0.06456871330738068
225,7.5,575.1421143847487,81.04549393414212,575.2037353515625,80.9802017211914,-0.03507259860634804,0.004100393038243055,2308,60,39,0.042428337037563324
240,8.0,575.1940363007778,81.05747623163353,575.1788330078125,81.01360321044922,-0.03266685828566551,0.01103424932807684,2314,60,39,0.0473688542842865
255,8.5,575.1550454742313,81.036812472932,575.1497192382812,81.02951049804688,-0.03182795271277428,0.01218846533447504,2309,60,39,0.054294176399707794
270,9.0,314.2,188.0,470.5733337402344,123.89775848388672,-24.768207550048828,10.152393341064453,10,4,3,231.9149932861328
285,9.5,575.4219576719577,81.04100529100529,497.7461853027344,112.80791473388672,-12.47945499420166,5.12668514251709,2268,59,39,101.90001678466797
300,10.0,575.3701584507043,81.04885563380282,521.37548828125,103.15272521972656,-3.93696928024292,1.6296391487121582,2272,59,39,0.0182366780936718
315,10.5,575.4873949579832,80.99159663865547,540.7018432617188,95.24811553955078,1.5664252042770386,-0.6258751153945923,2261,58,39,0.4541871249675751
330,11.0,321.2754716981132,139.4452830188679,453.7040710449219,112.58534240722656,-19.384960174560547,3.6236071586608887,2385,95,44,0.7051854133605957
345,11.5,575.6126582278481,80.7071729957806,490.9434509277344,101.98137664794922,-5.989503860473633,0.2578313648700714,2370,60,40,0.110272116959095
360,12.0,575.2315334773218,81.05226781857452,521.1333618164062,93.74838256835938,2.5693798065185547,-1.750824213027954,2315,60,40,0.109756700694561
375,12.5,575.5,80.5162635529608,544.4609375,87.3963394165039,7.480114936828613,-2.839329719543457,2398,60,40,0.6768550276756287
390,13.0,575.5,80.5162635529608,561.3825073242188,82.9376449584961,9.713677406311035,-3.222421646118164,2398,60,40,0.07181564718484879
405,13.5,575.5,80.5162635529608,572.861083984375,80.03624725341797,10.131192207336426,-3.1464767456054688,2398,60,40,0.03940148279070854
420,14.0,311.935553633218,292.73096885813146,474.3634948730469,163.3903350830078,-15.567134857177734,17.316980361938477,2312,91,26,0.8989567160606384
435,14.5,325.93030927835053,139.0098969072165,405.5488586425781,163.99664306640625,-28.163908004760742,13.363729476928711,2425,87,37,0.07714816182851791
450,15.0,315.78334749362784,239.69583687340696,352.69744873046875,202.34197998046875,-34.00423812866211,19.273637771606445,2354,86,28,0.055129095911979675
465,15.5,315.7241379310345,239.74584929757344,317.5033264160156,228.88150024414062,-34.285728454589844,20.992530822753906,2349,86,28,0.03328067809343338
480,16.0,315.8243418213207,239.8092360811394,296.28509521484375,245.8404541015625,-31.19434356689453,20.038307189941406,2317,86,28,0.041733041405677795
495,16.5,326.7894511149228,138.76586620926244,289.81719970703125,214.93685913085938,-25.344804763793945,7.986971378326416,2332,86,28,0.03618782013654709
510,17.0,326.7003005581795,138.8067840274796,289.4109191894531,189.21298217773438,-19.445093154907227,0.01198977418243885,2329,86,28,0.03933894634246826
525,17.5,315.70987124463517,239.7038626609442,288.2982482910156,209.45494079589844,-15.108184814453125,4.797799110412598,2330,86,28,0.039720989763736725
540,18.0,315.88131204143286,239.67630556754423,290.299072265625,224.44151306152344,-11.06070613861084,7.20815896987915,2317,86,28,0.04306573048233986
555,18.5,315.666951323655,239.68915456874467,293.8375244140625,234.87158203125,-7.6069793701171875,7.970366477966309,2342,86,28,0.04884762689471245
570,19.0,574.989574283232,80.97437011294527,401.95391845703125,177.9717254638672,19.769729614257812,-7.3759989738464355,2302,59,40,0.0440664179623127
585,19.5,326.68755401901467,138.88418323249783,383.6368713378906,157.88697814941406,10.759535789489746,-10.382512092590332,2314,86,28,0.03847462683916092
600,20.0,574.988271068636,80.99131190269331,466.7705993652344,120.84858703613281,27.881118774414062,-16.688501358032227,2302,59,40,0.04802047088742256
615,20.5,315.91767764298095,239.6473136915078,423.0220642089844,158.45809936523438,10.935672760009766,-3.843209743499756,2308,86,28,0.035151202231645584
