frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,
15,0.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.40072184801101685
30,1.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.024360818788409233
45,1.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.033857204020023346
60,2.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.0444808192551136
75,2.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.4863051176071167
90,3.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.03104201890528202
105,3.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.024979131296277046
120,4.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.02987334132194519
135,4.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.1626555174589157
150,5.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.055804528295993805
165,5.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.04206244274973869
180,6.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.04941858351230621
195,6.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.0447920560836792
210,7.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.028055917471647263
225,7.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.012255273759365082
240,8.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.024159150198101997
255,8.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.024364259093999863
270,9.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.006119837984442711
285,9.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.027882283553481102
300,10.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.028856370598077774
315,10.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.010153808631002903
330,11.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.005844415165483952
345,11.5,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.019697081297636032
360,12.0,20.521191294387172,83.5,20.521190643310547,83.5,0.0,0.0,1746,38,46,0.027079399675130844
