frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,315.4572137246796,16.5936337329475,315.45721435546875,16.5936336517334,0.0,0.0,2419,72,34,
15,0.5,315.4572137246796,16.5936337329475,315.45721435546875,16.5936336517334,0.0,0.0,2419,72,34,0.10555583238601685
30,1.0,315.4572137246796,16.5936337329475,315.45721435546875,16.5936336517334,0.0,0.0,2419,72,34,0.014222683385014534
45,1.5,315.50350804787456,16.622368964094097,315.4662170410156,16.599220275878906,0.003079756861552596,0.0019116519251838326,2423,72,35,0.010672647505998611
60,2.0,315.494632535095,16.601568951279933,315.4764709472656,16.601255416870117,0.005241728853434324,0.001948932884261012,2422,72,35,0.021609675139188766
75,2.5,315.494632535095,16.601568951279933,315.4861755371094,16.60264015197754,0.006448979955166578,0.0017958859680220485,2422,72,35,0.008889943361282349
90,3.0,315.494632535095,16.601568951279933,315.4933776855469,16.603355407714844,0.006640320178121328,0.0015233708545565605,2422,72,35,0.015316426753997803
105,3.5,315.494632535095,16.601568951279933,315.4979248046875,16.60358428955078,0.006131885573267937,0.0012117031728848815,2422,72,35,0.007514051161706448
120,4.0,315.5758946935417,16.679555738379268,315.532470703125,16.634361267089844,0.012825189158320427,0.008177259936928749,2431,72,35,0.018095575273036957
135,4.5,469.1422594142259,313.0,376.47137451171875,134.1962890625,14.266273498535156,27.509469985961914,1195,45,27,0.7457215785980225
150,5.0,469.1422594142259,313.0,421.87127685546875,221.78306579589844,21.5535831451416,41.57149887084961,1195,45,27,0.21996387839317322
165,5.5,469.1608040201005,312.9924623115578,453.6573486328125,283.09033203125,23.9562931060791,46.2056999206543,1194,45,27,0.019733477383852005
180,6.0,469.14249790444256,312.9832355406538,474.23980712890625,322.7991027832031,23.161489486694336,44.6751594543457,1193,45,27,0.022779935970902443
195,6.5,469.14249790444256,312.9832355406538,486.12640380859375,345.7330627441406,20.49908447265625,39.54128646850586,1193,45,27,0.003804804291576147
210,7.0,469.1258389261745,312.9723154362416,491.6402587890625,356.3817443847656,16.955730438232422,32.70944595336914,1192,45,27,0.005836742464452982
225,7.5,469.1422594142259,313.0,492.8114013671875,358.6487121582031,13.22108268737793,25.506731033325195,1195,45,27,0.25030282139778137
240,8.0,469.1605042016807,312.9689075630252,491.26922607421875,355.6529235839844,9.72749137878418,18.76186180114746,1190,45,27,0.19494664669036865
255,8.5,469.17686504610225,312.9815590947192,488.2503356933594,349.805908203125,6.711278438568115,12.938583374023438,1193,45,27,0.05914348363876343
270,9.0,469.1608040201005,312.9924623115578,484.6237487792969,342.8098449707031,4.2652268409729,8.221830368041992,1194,45,27,0.019367195665836334
285,9.5,469.1608040201005,312.9924623115578,480.98333740234375,335.7882995605469,2.3948311805725098,4.615396499633789,1194,45,27,0.020571310073137283
300,10.0,469.15855704697987,312.9723154362416,477.6796875,329.41064453125,1.0467056035995483,2.0146965980529785,1192,45,27,0.011495918035507202
315,10.5,469.14249790444256,312.9832355406538,474.8855895996094,324.03460693359375,0.13809220492839813,0.2662685811519623,1193,45,27,0.01772974617779255
330,11.0,469.1608040201005,312.9924623115578,472.6741027832031,319.7689514160156,-0.41774293780326843,-0.8058337569236755,1194,45,27,0.016133764758706093
