frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,600.6946902654868,64.0570796460177,600.6947021484375,64.05708312988281,0.0,0.0,2260,72,38,
15,0.495000495000495,600.6946902654868,64.0570796460177,600.6947021484375,64.05708312988281,0.0,0.0,2260,72,38,1.3854446411132812
30,0.99000099000099,600.7516629711752,64.07450110864745,600.7006225585938,64.05889892578125,0.00225168582983315,0.0006887189811095595,2255,71,38,2.0371198654174805
45,1.485001485001485,600.7388790035587,64.14012455516014,600.7098999023438,64.07524108886719,0.004647277761250734,0.00604631844907999,2248,71,38,0.04926328733563423
60,1.98000198000198,600.7318808359271,64.13072476656292,600.7194213867188,64.09529113769531,0.006126795895397663,0.010265419259667397,2249,71,38,0.027992522343993187
75,2.475002475002475,600.753339269813,64.15494211932324,600.735107421875,64.12258911132812,0.0087296636775136,0.014883940108120441,2246,71,38,0.042792923748493195
90,2.97000297000297,600.7648888888889,64.12133333333334,600.7517700195312,64.13138580322266,0.01073004025965929,0.013350318185985088,2250,71,38,0.011222006753087044
105,3.465003465003465,600.7579787234042,64.06515957446808,600.7607421875,64.11363220214844,0.010304908268153667,0.005860241129994392,2256,71,38,0.01833973079919815
120,3.96000396000396,600.7579787234042,64.06515957446808,600.765869140625,64.09800720214844,0.009087943471968174,0.0007983233663253486,2256,71,38,0.017903713509440422
135,4.455004455004455,600.7507760532151,64.07050997782706,600.765380859375,64.08758544921875,0.006845030002295971,-0.0018276128685101867,2255,71,38,0.034099310636520386
150,4.95000495000495,600.7507760532151,64.07050997782706,600.7637329101562,64.07970428466797,0.004853839986026287,-0.003244421212002635,2255,71,38,0.008981723338365555
165,5.445005445005445,600.7431233362911,64.07497781721385,600.7584838867188,64.07586669921875,0.0024719717912375927,-0.0033833160996437073,2254,71,38,0.010520732961595058
180,5.94000594000594,600.7367953839325,64.08433200177541,600.7513427734375,64.07720947265625,0.00020423703244887292,-0.0022716394159942865,2253,71,38,0.025896362960338593
195,6.435006435006435,600.7431233362911,64.07497781721385,600.7481689453125,64.074951171875,-0.0005893218331038952,-0.0022680454421788454,2254,71,38,0.02528957463800907
210,6.93000693000693,600.7431233362911,64.07497781721385,600.7457885742188,64.07360076904297,-0.0010103295790031552,-0.00205177441239357,2254,71,38,0.009489747695624828
