frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,
1,0.03333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
2,0.06666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
3,0.1,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
4,0.13333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0002108251501340419
5,0.16666666666666666,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
6,0.2,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
7,0.23333333333333334,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
8,0.26666666666666666,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0001125335693359375
9,0.3,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0012408985057845712
10,0.3333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0016760863363742828
11,0.36666666666666664,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0084686279296875
12,0.4,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0052095078863203526
13,0.43333333333333335,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0010395352728664875
14,0.4666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.14942046999931335
15,0.5,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.00044680520659312606
16,0.5333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0005083660944364965
17,0.5666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.19133484363555908
18,0.6,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0028119778726249933
19,0.6333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.005035770125687122
20,0.6666666666666666,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.14988216757774353
21,0.7,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.004759443923830986
22,0.7333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.00324792368337512
23,0.7666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.1445760726928711
24,0.8,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0008188902866095304
25,0.8333333333333334,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.021194616332650185
26,0.8666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.11089039593935013
27,0.9,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
28,0.9333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
29,0.9666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.15950307250022888
30,1.0,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0059125530533492565
31,1.0333333333333334,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.022405952215194702
32,1.0666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.1363745480775833
33,1.1,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.007352243177592754
34,1.1333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.004812250845134258
35,1.1666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.15723742544651031
36,1.2,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0008146695327013731
37,1.2333333333333334,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.017163775861263275
38,1.2666666666666666,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.14644236862659454
39,1.3,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.00024771984317339957
40,1.3333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.00024677254259586334
41,1.3666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.14933434128761292
42,1.4,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.000695644470397383
43,1.4333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.015578010119497776
44,1.4666666666666666,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.07741731405258179
45,1.5,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.003407960757613182
46,1.5333333333333334,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.001237179385498166
47,1.5666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.2763128876686096
48,1.6,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.0
49,1.6333333333333333,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.011298253200948238
50,1.6666666666666667,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.1864323914051056
51,1.7,320.52146536920435,17.993703491700057,320.5214538574219,17.993703842163086,0.0,0.0,1747,76,23,0.001708673546090722
52,1.7333333333333334,320.54295532646046,18.0,320.53009033203125,17.996227264404297,0.0020397871267050505,0.0005969270714558661,1746,76,23,0.20055878162384033
53,1.7666666666666666,320.54295532646046,18.0,320.5364685058594,17.998096466064453,0.0030669139232486486,0.0008980126585811377,1746,76,23,0.009125016629695892
54,1.8,320.54295532646046,18.0,320.5408935546875,17.99939727783203,0.003393858438357711,0.0009933111723512411,1746,76,23,0.005672486498951912
55,1.8333333333333333,320.54295532646046,18.0,320.54376220703125,18.000234603881836,0.003269445849582553,0.000956240575760603,1746,76,23,0.045033298432826996
56,1.8666666666666667,320.54295532646046,18.0,320.54541015625,18.000713348388672,0.00288463500328362,0.0008434012997895479,1746,76,23,0.0021103343460708857
57,1.9,320.54295532646046,18.0,320.5461730957031,18.000932693481445,0.0023783049546182156,0.0006958422600291669,1746,76,23,0.011396588757634163
58,1.9333333333333333,320.54295532646046,18.0,320.54632568359375,18.0009765625,0.0018488282803446054,0.0005414115730673075,1746,76,23,0.32973653078079224
59,1.9666666666666666,320.54295532646046,18.0,320.54608154296875,18.00090980529785,0.0013540714280679822,0.00039746914990246296,1746,76,23,0.00945182703435421
60,2.0,320.54295532646046,18.0,320.5456237792969,18.000782012939453,0.0009316474315710366,0.00027359911473467946,1746,76,23,0.022783096879720688
61,2.033333333333333,320.52146536920435,17.993703491700057,320.5364990234375,17.99810791015625,-0.0014495508512482047,-0.0004233281360939145,1747,76,23,0.13497227430343628
62,2.066666666666667,320.52146536920435,17.993703491700057,320.52960205078125,17.996089935302734,-0.0027399694081395864,-0.0008007248979993165,1747,76,23,0.0012561335461214185
63,2.1,320.52146536920435,17.993703491700057,320.5246887207031,17.994653701782227,-0.003252086229622364,-0.0009509964729659259,1747,76,23,0.0013540370855480433
64,2.1333333333333333,320.52146536920435,17.993703491700057,320.52142333984375,17.993701934814453,-0.0032491928432136774,-0.0009508156217634678,1747,76,23,0.149749755859375
65,2.1666666666666665,320.52146536920435,17.993703491700057,320.5195007324219,17.993131637573242,-0.0029396081808954477,-0.0008603995083831251,1747,76,23,0.004288596101105213
66,2.2,320.52146536920435,17.993703491700057,320.5185241699219,17.99284553527832,-0.0024766777642071247,-0.0007245945162139833,1747,76,23,0.0019534691236913204
67,2.2333333333333334,320.5,17.987399770904926,320.5096130371094,17.9902286529541,-0.003998561296612024,-0.0011721542105078697,1746,76,23,0.14127875864505768
68,2.2666666666666666,320.5,17.987399770904926,320.50335693359375,17.988391876220703,-0.004530931357294321,-0.0013291165232658386,1746,76,23,0.0007156810024753213
69,2.3,320.5,17.987399770904926,320.4992980957031,17.987197875976562,-0.004420985467731953,-0.0012971091782674193,1746,76,23,0.0037528141401708126
70,2.3333333333333335,320.5,17.987399770904926,320.4969177246094,17.986501693725586,-0.0039349086582660675,-0.0011549750342965126,1746,76,23,0.23560793697834015
71,2.3666666666666667,320.5,17.987399770904926,320.49578857421875,17.986169815063477,-0.0032694463152438402,-0.0009602187783457339,1746,76,23,0.0004187329323031008
72,2.4,320.5,17.987399770904926,320.4955139160156,17.986087799072266,-0.002560584107413888,-0.000752623425796628,1746,76,23,0.0003897615533787757
73,2.433333333333333,320.52091690544415,17.9810888252149,320.504150390625,17.983633041381836,8.969244663603604e-05,-0.0011551558272913098,1745,76,23,0.1334277242422104
74,2.466666666666667,320.52091690544415,17.9810888252149,320.51092529296875,17.98192024230957,0.0016694423975422978,-0.0012868016492575407,1745,76,23,0.003812356386333704
75,2.5,320.52091690544415,17.9810888252149,320.51593017578125,17.980815887451172,0.0024564240593463182,-0.0012435828102752566,1745,76,23,0.0005198238650336862
76,2.533333333333333,320.5,17.987399770904926,320.5110168457031,17.982709884643555,0.0007146483985707164,-0.0005014475318603218,1746,76,23,0.25039777159690857
77,2.566666666666667,320.5,17.987399770904926,320.50701904296875,17.984289169311523,-0.0003963845665566623,-9.222315384249669e-06,1746,76,23,0.0051321848295629025
78,2.6,320.5,17.987399770904926,320.50396728515625,17.985530853271484,-0.0010242338757961988,0.00028661914984695613,1746,76,23,0.00283397501334548
79,2.6333333333333333,320.5,17.987399770904926,320.50177001953125,17.986452102661133,-0.0013019921025261283,0.00043670987361110747,1746,76,23,0.18940125405788422
80,2.6666666666666665,320.5,17.987399770904926,320.5002746582031,17.987092971801758,-0.0013453918509185314,0.0004851729026995599,1746,76,23,0.0006440056022256613
81,2.7,320.5,17.987399770904926,320.4993591308594,17.987506866455078,-0.0012441257713362575,0.00046835551620461047,1746,76,23,0.005592484958469868
82,2.7333333333333334,320.52146536920435,17.993703491700057,320.5074768066406,17.990270614624023,0.0009692602325230837,0.001011394546367228,1747,76,23,0.21187275648117065
83,2.7666666666666666,320.52146536920435,17.993703491700057,320.513671875,17.992252349853516,0.0022018123418092728,0.0012410514755174518,1747,76,23,0.00038420219789259136
84,2.8,320.52146536920435,17.993703491700057,320.5180969238281,17.99357795715332,0.002731289016082883,0.0012609430123120546,1747,76,23,0.0003920368035323918
85,2.8333333333333335,320.5,17.987399770904926,320.5124816894531,17.991857528686523,0.0007580482051707804,0.0005556974792852998,1746,76,23,0.2249429076910019
86,2.8666666666666667,320.5,17.987399770904926,320.5079345703125,17.99040412902832,-0.0004976505297236145,8.047049050219357e-05,1746,76,23,0.0005010882159695029
87,2.9,320.5,17.987399770904926,320.50445556640625,17.989248275756836,-0.001203619409352541,-0.0002119351556757465,1746,76,23,0.0059847524389624596
88,2.933333333333333,320.52146536920435,17.993703491700057,320.51055908203125,17.990907669067383,0.0005207963404245675,0.0002305612142663449,1747,76,23,0.1960463970899582
89,2.966666666666667,320.52146536920435,17.993703491700057,320.5152282714844,17.99216651916504,0.0015045234467834234,0.0004737804993055761,1747,76,23,0.011162171140313148
90,3.0,320.52146536920435,17.993703491700057,320.51861572265625,17.993066787719727,0.0019529872806742787,0.0005746848764829338,1747,76,23,0.009504474699497223
91,3.033333333333333,320.52146536920435,17.993703491700057,320.52093505859375,17.99366569519043,0.00203689350746572,0.0005806523258797824,1747,76,23,0.13695698976516724
92,3.066666666666667,320.52146536920435,17.993703491700057,320.5223693847656,17.994028091430664,0.001892227795906365,0.0005292959976941347,1747,76,23,0.0006466559134423733
93,3.1,320.52146536920435,17.993703491700057,320.52313232421875,17.99421501159668,0.0016260427655652165,0.00044828318641521037,1747,76,23,0.0062519339844584465
94,3.1333333333333333,320.54295532646046,18.0,320.53204345703125,17.996801376342773,0.003353351727128029,0.0009542516781948507,1746,76,23,0.16108639538288116
95,3.1666666666666665,320.54295532646046,18.0,320.5384216308594,17.998655319213867,0.004070893861353397,0.0011670911917462945,1746,76,23,0.00040196964982897043
96,3.2,320.54295532646046,18.0,320.54266357421875,17.999893188476562,0.004117187112569809,0.0011839085491374135,1746,76,23,0.0005420729867182672
97,3.2333333333333334,320.5638968481375,17.993696275071635,320.55364990234375,17.998119354248047,0.005740336608141661,0.0004840879701077938,1745,76,23,0.24170467257499695
98,3.2666666666666666,320.5638968481375,17.993696275071635,320.5611877441406,17.99663734436035,0.006168547086417675,1.8806749721989036e-05,1745,76,23,0.0004496140463743359
