frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,27.65035849852383,27.39519190215099,27.650358200073242,27.395191192626953,0.0,0.0,2371,67,51,
15,0.5,27.68212478920742,27.336003372681283,27.65172004699707,27.392654418945312,0.00045608083019033074,-0.0008497535018250346,2372,68,51,0.24700546264648438
30,1.0,27.816198069660093,27.239613932018464,27.66927146911621,27.375940322875977,0.006941668689250946,-0.0068674469366669655,2383,68,51,0.3684290647506714
45,1.5,27.68412162162162,27.330658783783782,27.677749633789062,27.361602783203125,0.007467861287295818,-0.009422914125025272,2368,67,51,0.583655595779419
60,2.0,27.637205387205388,27.3510101010101,27.671621322631836,27.351848602294922,0.0033698827028274536,-0.009522872976958752,2376,67,51,0.4281386733055115
75,2.5,27.66652666946661,27.359092818143637,27.672073364257812,27.348106384277344,0.002578248269855976,-0.007954766042530537,2381,66,51,0.35059601068496704
90,3.0,27.90628853267571,27.006576243321003,27.76204490661621,27.214298248291016,0.02458311803638935,-0.03964352607727051,2433,67,51,1.3653357028961182
105,3.5,22.479176415535797,187.49883013570425,25.71183204650879,89.84877014160156,-0.4749888777732849,15.051109313964844,2137,39,58,10.761143684387207
120,4.0,26.63590391908976,27.99410029498525,25.790124893188477,74.4861831665039,-0.3446359634399414,7.885667324066162,2373,49,51,15.704946517944336
135,4.5,26.752157829839703,27.717221537196878,25.963794708251953,60.69243240356445,-0.22338004410266876,2.813843250274658,2433,49,51,24.232173919677734
150,5.0,27.145587637250916,27.502643350955672,26.29839515686035,49.209625244140625,-0.09277644753456116,-0.5325105786323547,2459,61,52,24.612890243530273
165,5.5,27.519899455383328,27.632593213238376,26.72817039489746,40.30991744995117,0.02992502599954605,-2.497229814529419,2387,60,51,21.611347198486328
180,6.0,27.570066334991708,27.516583747927033,27.081480026245117,33.7120361328125,0.10610799491405487,-3.4632582664489746,2412,56,51,6.693300247192383
195,6.5,27.681426814268143,27.415334153341533,27.38462257385254,29.118270874023438,0.15263505280017853,-3.730211019515991,2439,55,52,3.399707078933716
210,7.0,27.44220485396956,27.656931303990127,27.4992733001709,26.294723510742188,0.1436534970998764,-3.515824794769287,2431,52,52,3.483518600463867
225,7.5,27.382231404958677,27.687190082644626,27.53862762451172,24.74260139465332,0.11897623538970947,-3.051210641860962,2420,50,51,3.475614070892334
240,8.0,27.229718543046356,27.69039735099338,27.486282348632812,24.093345642089844,0.07843445986509323,-2.482809543609619,2416,50,52,17.74997329711914
255,8.5,26.29585062240664,28.078008298755186,27.056434631347656,24.20127296447754,-0.0418417789041996,-1.869755506515503,2410,49,52,26.528568267822266
270,9.0,318.30897959183676,17.43387755102041,143.73043823242188,20.369131088256836,27.57438850402832,-2.3340773582458496,2450,86,30,35.800209045410156
285,9.5,318.66106937693326,18.510384445426425,230.35458374023438,18.22553062438965,41.544986724853516,-2.2890121936798096,2263,83,29,38.069820404052734
300,10.0,26.51708522025525,28.44339234252779,173.56312561035156,20.948617935180664,18.280879974365234,-1.1032664775848389,2429,49,54,7.760842800140381
315,10.5,26.524793388429753,28.396280991735537,125.59163665771484,23.272172927856445,2.607577323913574,-0.292584627866745,2420,49,53,0.528035581111908
330,11.0,26.522623495226235,28.3208800332088,87.45170593261719,25.12014389038086,-7.031948566436768,0.21380068361759186,2409,49,53,0.3130068778991699
345,11.5,26.44993768176153,28.44079767345243,58.79098892211914,26.579036712646484,-12.148603439331055,0.5083485841751099,2407,49,52,1.2272242307662964
360,12.0,26.412979351032448,28.08512431521281,38.53530502319336,27.48723602294922,-14.066479682922363,0.6029406189918518,2373,49,52,3.2667500972747803
375,12.5,26.311891663140077,28.11214557765552,25.207448959350586,28.098981857299805,-13.891744613647461,0.6050234436988831,2363,49,52,1.927532434463501
390,13.0,26.333615221987316,28.081183932346722,17.334264755249023,28.454404830932617,-12.467936515808105,0.5459753274917603,2365,49,52,0.6325697898864746
405,13.5,26.272226926333616,28.1346316680779,13.444948196411133,28.653423309326172,-10.438491821289062,0.4638957977294922,2362,48,52,0.5157843828201294
420,14.0,26.29115531104528,28.111299195937367,12.33803653717041,28.71414566040039,-8.230917930603027,0.3685171604156494,2363,48,52,0.415716290473938
435,14.5,26.222599830076465,28.110450297366185,12.970132827758789,28.693038940429688,-6.134191989898682,0.2763436436653137,2354,48,52,0.23355454206466675
450,15.0,26.232795242141037,28.055649957519115,14.609440803527832,28.603195190429688,-4.295212745666504,0.18971438705921173,2354,48,52,0.4468122124671936
465,15.5,26.252761257434155,28.026762956669497,16.701770782470703,28.485868453979492,-2.7841103076934814,0.11707737296819687,2354,48,52,0.5499840378761292
480,16.0,26.29906937394247,28.103214890016922,18.87964630126953,28.402671813964844,-1.6102521419525146,0.06969880312681198,2364,49,52,0.6883717179298401
