frame,time_s,x,y,kalman_x,kalman_y,kalman_vx_px_s,kalman_vy_px_s,area,bbox_w,bbox_h,flow_px
0,0.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,
15,0.5,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.079909548163414
30,1.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.07487622648477554
45,1.5,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.07932828366756439
60,2.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.06471600383520126
75,2.5,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.05773197114467621
90,3.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.06068461388349533
105,3.5,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.0599425844848156
120,4.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.07979322224855423
135,4.5,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.08710024505853653
150,5.0,318.0,18.5,318.0,18.5,0.0,0.0,2106,81,26,0.07243836671113968
165,5.5,20.007586533902323,194.4850640113798,199.51968383789062,88.4708023071289,-27.820606231689453,16.42998695373535,2109,33,64,0.045850902795791626
180,6.0,20.022781205505456,194.51352634076886,111.2906494140625,140.59103393554688,-42.05158233642578,24.837871551513672,2107,33,64,0.11202704906463623
195,6.5,20.014492753623188,194.02945301542778,49.5991096496582,176.84014892578125,-46.689273834228516,27.532470703125,2139,33,65,0.14991611242294312
210,7.0,20.014479215319945,194.02989257356376,9.745017051696777,200.23956298828125,-45.07305145263672,26.55518341064453,2141,33,65,0.14940086007118225
225,7.5,20.02196261682243,194.04439252336448,-13.183671951293945,213.6920166015625,-39.833675384521484,23.455068588256836,2140,33,65,0.12170775234699249
240,8.0,20.02196261682243,194.04439252336448,-23.772987365722656,219.88909912109375,-32.91325759887695,19.371122360229492,2140,33,65,0.06535876542329788
255,8.5,20.014479215319945,194.02989257356376,-25.961509704589844,221.14187622070312,-25.64276695251465,15.083722114562988,2141,33,65,0.0711197480559349
